time,zone_id,vib_mean_3h,vib_max_3h,rain_sum_3h,disp_trend_3h,slope_angle,bench_height,rock_type,x_center,y_center,risk
2025-01-01 07:00:00,Z4,0.3140911508481503,0.868014611609591,175.92965655034493,1.3615769459669225,52,15,fractured,80,200,1
2025-01-01 07:00:00,Z5,0.3058434536056656,0.7999449884326852,175.92965655034493,0.2514547095719125,35,10,hard,240,200,1
2025-01-01 08:00:00,Z1,0.33153843313617787,0.8911226585133346,202.9234586846908,2.726736390442275,55,16,fractured,80,60,1
2025-01-01 08:00:00,Z2,0.33770500430739864,0.8591239745909524,202.9234586846908,1.646547147925666,48,14,medium,240,60,1
2025-01-01 08:00:00,Z3,0.34056665138645814,0.8727839595965754,202.9234586846908,0.6555901724511718,40,12,hard,400,60,1
2025-01-01 08:00:00,Z4,0.32990940489629944,0.868014611609591,202.9234586846908,2.488333488519751,52,15,fractured,80,200,1
2025-01-01 08:00:00,Z5,0.3292677741268483,0.861367678946765,202.9234586846908,0.6014649766596327,35,10,hard,240,200,1
2025-01-01 09:00:00,Z1,0.342002608687998,0.8463415802566623,140.9614298676794,-0.3455683619641663,55,16,fractured,80,60,0
2025-01-01 09:00:00,Z2,0.35054752675632744,0.8591239745909524,140.9614298676794,-0.25692986522124106,48,14,medium,240,60,0
2025-01-01 09:00:00,Z3,0.34633299887793323,0.8727839595965754,140.9614298676794,-0.08385096775013212,40,12,hard,400,60,0
2025-01-01 09:00:00,Z4,0.33534833470523806,0.868014611609591,140.9614298676794,-0.1606586457412882,52,15,fractured,80,200,0
2025-01-01 09:00:00,Z5,0.3398394047226623,0.861367678946765,140.9614298676794,-0.059779071943289575,35,10,hard,240,200,0
2025-01-01 10:00:00,Z1,0.3322249918171275,0.8174066964428616,90.16271626281109,-1.1323524752225658,55,16,fractured,80,60,0
2025-01-01 10:00:00,Z2,0.3443319552335488,0.8834375118259744,90.16271626281109,-0.8300939116589248,48,14,medium,240,60,0
2025-01-01 10:00:00,Z3,0.3378218541091942,0.8727839595965754,90.16271626281109,-0.3047051373633698,40,12,hard,400,60,0
2025-01-01 10:00:00,Z4,0.32844180591855116,0.8307384375438527,90.16271626281109,-1.0409522707974133,52,15,fractured,80,200,0
2025-01-01 10:00:00,Z5,0.33313221028071366,0.8839202132938219,90.16271626281109,-0.2357861426833645,35,10,hard,240,200,0
2025-01-01 11:00:00,Z1,0.3574063307994559,0.8671840683678093,27.745307672788677,-0.927027976036078,55,16,fractured,80,60,0
2025-01-01 11:00:00,Z2,0.36275916629920046,0.8834375118259744,27.745307672788677,-0.6402224671320256,48,14,medium,240,60,0
2025-01-01 11:00:00,Z3,0.35613382865117155,0.8715124510540244,27.745307672788677,-0.2999059044145127,40,12,hard,400,60,0
2025-01-01 11:00:00,Z4,0.3544167146697035,0.8379460232275577,27.745307672788677,-0.9414907163185617,52,15,fractured,80,200,0
2025-01-01 11:00:00,Z5,0.35176916254498997,0.8839202132938219,27.745307672788677,-0.22839096029169248,35,10,hard,240,200,0
2025-01-01 12:00:00,Z1,0.3336924543383223,0.8671840683678093,81.25966376106251,-0.015199367938441455,55,16,fractured,80,60,0
2025-01-01 12:00:00,Z2,0.33274618383056265,0.8834375118259744,81.25966376106251,0.027326886437775588,48,14,medium,240,60,0
2025-01-01 12:00:00,Z3,0.3322047459162157,0.8715124510540244,81.25966376106251,0.007281691218702369,40,12,hard,400,60,0
2025-01-01 12:00:00,Z4,0.33827885015281534,0.8379460232275577,81.25966376106251,0.16394631817504912,52,15,fractured,80,200,1
2025-01-01 12:00:00,Z5,0.3313107306865936,0.8839202132938219,81.25966376106251,0.01582333989579865,35,10,hard,240,200,0
2025-01-01 13:00:00,Z1,0.2684669861398681,0.8671840683678093,106.86948904807608,-1.1116940211389084,55,16,fractured,80,60,0
2025-01-01 13:00:00,Z2,0.26588542781887686,0.8059554008542259,106.86948904807608,-0.3711358387100987,48,14,medium,240,60,0
2025-01-01 13:00:00,Z3,0.2680861026521871,0.8715124510540244,106.86948904807608,-0.22961804446780465,40,12,hard,400,60,0
2025-01-01 13:00:00,Z4,0.2732602000107616,0.8379460232275577,106.86948904807608,-0.9448334144366592,52,15,fractured,80,200,0
2025-01-01 13:00:00,Z5,0.27198804034382246,0.8336033679234107,106.86948904807608,-0.18728246326011855,35,10,hard,240,200,0
2025-01-01 14:00:00,Z1,0.24044693361953573,0.8349341182945023,149.44975779552013,1.1376166288284395,55,16,fractured,80,60,1
2025-01-01 14:00:00,Z2,0.24138352909594826,0.8070898753352986,149.44975779552013,0.7355843534833806,48,14,medium,240,60,1
2025-01-01 14:00:00,Z3,0.2468471453231667,0.8783714735675416,149.44975779552013,0.35301765033947485,40,12,hard,400,60,1
2025-01-01 14:00:00,Z4,0.24743765239241047,0.7981458611976555,149.44975779552013,1.063597137070424,52,15,fractured,80,200,1
2025-01-01 14:00:00,Z5,0.24725176959784037,0.8140614392003174,149.44975779552013,0.2490900877916895,35,10,hard,240,200,1
2025-01-01 15:00:00,Z1,0.27851187068731303,0.8523423764543354,215.080535191682,0.8039877448111512,55,16,fractured,80,60,1
2025-01-01 15:00:00,Z2,0.27827530071476986,0.8585089041304115,215.080535191682,0.34871921834090025,48,14,medium,240,60,1
2025-01-01 15:00:00,Z3,0.2871273555003023,0.8783714735675416,215.080535191682,0.20249709681174788,40,12,hard,400,60,1
2025-01-01 15:00:00,Z4,0.28518841667395123,0.8449084146515411,215.080535191682,0.7336699094469803,52,15,fractured,80,200,1
2025-01-01 15:00:00,Z5,0.2825403518868781,0.868093507314748,215.080535191682,0.19472831885924496,35,10,hard,240,200,1
2025-01-01 16:00:00,Z1,0.29785830739134705,0.8523423764543354,181.9801263183909,0.18256708905255437,55,16,fractured,80,60,1
2025-01-01 16:00:00,Z2,0.2902941439715273,0.8585089041304115,181.9801263183909,-0.3573432025245229,48,14,medium,240,60,0
2025-01-01 16:00:00,Z3,0.3044564454109985,0.8783714735675416,181.9801263183909,-0.09217431989799507,40,12,hard,400,60,0
2025-01-01 16:00:00,Z4,0.3003340738663257,0.8449084146515411,181.9801263183909,-0.13915926430661152,52,15,fractured,80,200,0
2025-01-01 16:00:00,Z5,0.29804042091863686,0.868093507314748,181.9801263183909,-0.019312225602278243,35,10,hard,240,200,0
2025-01-01 17:00:00,Z1,0.2722277671599912,0.8523423764543354,179.43630328408682,-0.9683309396333439,55,16,fractured,80,60,0
2025-01-01 17:00:00,Z2,0.26007622011245474,0.8585089041304115,179.43630328408682,-0.7184494954857656,48,14,medium,240,60,0
2025-01-01 17:00:00,Z3,0.27205954854467645,0.872938787289815,179.43630328408682,-0.37988934338224256,40,12,hard,400,60,0
2025-01-01 17:00:00,Z4,0.2672540920471488,0.8449084146515411,179.43630328408682,-1.2065451176841036,52,15,fractured,80,200,0
2025-01-01 17:00:00,Z5,0.2677147316792973,0.8686806274695376,179.43630328408682,-0.32968601281176046,35,10,hard,240,200,0
2025-01-01 18:00:00,Z1,0.23163874625243133,0.833020836928398,87.82038705319553,-1.2073861661391714,55,16,fractured,80,60,0
2025-01-01 18:00:00,Z2,0.21985706022280052,0.8157268871168027,87.82038705319553,-0.6229894639612263,48,14,medium,240,60,0
2025-01-01 18:00:00,Z3,0.23215848748929424,0.8362939896647672,87.82038705319553,-0.25941462423490386,40,12,hard,400,60,0
2025-01-01 18:00:00,Z4,0.2315745964891411,0.8213829642845129,87.82038705319553,-0.9350873980023171,52,15,fractured,80,200,0
2025-01-01 18:00:00,Z5,0.23116622095260872,0.8686806274695376,87.82038705319553,-0.24549333340925922,35,10,hard,240,200,0
2025-01-01 19:00:00,Z1,0.2904196282320419,0.8677153648437685,128.05672428948452,2.4268821570663626,55,16,fractured,80,60,1
2025-01-01 19:00:00,Z2,0.28454632040308786,0.8623427119494844,128.05672428948452,1.4601290528906241,48,14,medium,240,60,1
2025-01-01 19:00:00,Z3,0.29617633301470964,0.8893121461578746,128.05672428948452,0.6640365054222626,40,12,hard,400,60,1
2025-01-01 19:00:00,Z4,0.2966079230415818,0.8709475694483536,128.05672428948452,2.41234078089024,52,15,fractured,80,200,1
2025-01-01 19:00:00,Z5,0.29196262659483707,0.8859568975431698,128.05672428948452,0.47983040315108605,35,10,hard,240,200,1
2025-01-01 20:00:00,Z1,0.3666784017146368,0.8677153648437685,212.58872583725355,3.2415143409933482,55,16,fractured,80,60,1
2025-01-01 20:00:00,Z2,0.36970514476590477,0.8623427119494844,212.58872583725355,2.0462946206865897,48,14,medium,240,60,1
2025-01-01 20:00:00,Z3,0.38027159484600176,0.8893121461578746,212.58872583725355,0.9004770968389788,40,12,hard,400,60,1
2025-01-01 20:00:00,Z4,0.3839390958104395,0.8709475694483536,212.58872583725355,3.524059964524489,52,15,fractured,80,200,1
2025-01-01 20:00:00,Z5,0.37349568166449026,0.8859568975431698,212.58872583725355,0.7389900820910114,35,10,hard,240,200,1
2025-01-01 21:00:00,Z1,0.3855779659998599,0.8677153648437685,211.94795509937174,0.6910041134715326,55,16,fractured,80,60,1
2025-01-01 21:00:00,Z2,0.3926883437265976,0.8623427119494844,211.94795509937174,0.388206996626282,48,14,medium,240,60,1
2025-01-01 21:00:00,Z3,0.39003401089259176,0.8893121461578746,211.94795509937174,0.07639230866043306,40,12,hard,400,60,0
2025-01-01 21:00:00,Z4,0.3902732448537436,0.8709475694483536,211.94795509937174,0.20590618457297638,52,15,fractured,80,200,1
2025-01-01 21:00:00,Z5,0.388244244699006,0.8859568975431698,211.94795509937174,0.12292294520603853,35,10,hard,240,200,1
2025-01-01 22:00:00,Z1,0.3133048704380622,0.831023490194661,191.53719580231115,-1.1727711847612539,55,16,fractured,80,60,0
2025-01-01 22:00:00,Z2,0.32340403730874406,0.827023857581918,191.53719580231115,-0.5401806988951665,48,14,medium,240,60,0
2025-01-01 22:00:00,Z3,0.3163630488027798,0.827891140187688,191.53719580231115,-0.2741932990134699,40,12,hard,400,60,0
2025-01-01 22:00:00,Z4,0.3159603645510125,0.7902834847694353,191.53719580231115,-1.2512158284942,52,15,fractured,80,200,0
2025-01-01 22:00:00,Z5,0.3180396567251909,0.831797125240227,191.53719580231115,-0.17908019495649163,35,10,hard,240,200,0
2025-01-01 23:00:00,Z1,0.2881850609377736,0.8829937499538952,148.66657102203985,-3.1227311295904134,55,16,fractured,80,60,0
2025-01-01 23:00:00,Z2,0.2895524365834944,0.8640775015029231,148.66657102203985,-2.0109999610276916,48,14,medium,240,60,0
2025-01-01 23:00:00,Z3,0.2866829164629623,0.8395934016614062,148.66657102203985,-0.8360786482680798,40,12,hard,400,60,0
2025-01-01 23:00:00,Z4,0.2843933133426299,0.8342671798668563,148.66657102203985,-3.3826155108042735,52,15,fractured,80,200,0
2025-01-01 23:00:00,Z5,0.29466866727325647,0.858869856703755,148.66657102203985,-0.6410528966166983,35,10,hard,240,200,0
2025-01-02 00:00:00,Z1,0.32053858351199843,0.8829937499538952,130.9000031591207,-0.30706550508342856,55,16,fractured,80,60,0
2025-01-02 00:00:00,Z2,0.3191927532799123,0.891038590982942,130.9000031591207,-0.17491278873556593,48,14,medium,240,60,0
2025-01-02 00:00:00,Z3,0.32381111171093885,0.8395934016614062,130.9000031591207,0.00624554700943436,40,12,hard,400,60,0
2025-01-02 00:00:00,Z4,0.31959956191905975,0.8906716846418661,130.9000031591207,-0.0030656375900863786,52,15,fractured,80,200,0
2025-01-02 00:00:00,Z5,0.32472026497366036,0.858869856703755,130.9000031591207,-0.06497408809427307,35,10,hard,240,200,0
2025-01-02 01:00:00,Z1,0.41271011696030324,0.8829937499538952,138.42224718239436,-0.3698559295831316,55,16,fractured,80,60,0
2025-01-02 01:00:00,Z2,0.4163629550759407,0.891038590982942,138.42224718239436,-0.05815192188981122,48,14,medium,240,60,0
2025-01-02 01:00:00,Z3,0.4136340983382924,0.8492223622555735,138.42224718239436,-0.005327450300297243,40,12,hard,400,60,0
2025-01-02 01:00:00,Z4,0.41365637123647964,0.8906716846418661,138.42224718239436,0.18094105789217174,52,15,fractured,80,200,1
2025-01-02 01:00:00,Z5,0.41734350582548785,0.8631458956121463,138.42224718239436,-0.05307110247823954,35,10,hard,240,200,0
2025-01-02 02:00:00,Z1,0.49492145435081686,0.8826812021238428,130.41518619940607,3.7488941905910624,55,16,fractured,80,60,1
2025-01-02 02:00:00,Z2,0.49646976619652905,0.891038590982942,130.41518619940607,2.1634418882530424,48,14,medium,240,60,1
2025-01-02 02:00:00,Z3,0.49694322309764105,0.8603615888823063,130.41518619940607,0.9080154187819678,40,12,hard,400,60,1
2025-01-02 02:00:00,Z4,0.49447456869800516,0.8906716846418661,130.41518619940607,3.614895551076023,52,15,fractured,80,200,1
2025-01-02 02:00:00,Z5,0.4944492894929164,0.8767100393681486,130.41518619940607,0.8498808090065478,35,10,hard,240,200,1
2025-01-02 03:00:00,Z1,0.46530158962309615,0.8550516162639372,238.8459106081298,0.4949348709349817,55,16,fractured,80,60,1
2025-01-02 03:00:00,Z2,0.46090985400853635,0.873142797745128,238.8459106081298,0.004374629828738152,48,14,medium,240,60,0
2025-01-02 03:00:00,Z3,0.46147181575257046,0.8603615888823063,238.8459106081298,0.09284326860391223,40,12,hard,400,60,0
2025-01-02 03:00:00,Z4,0.46320497999932764,0.8641948202624463,238.8459106081298,0.45293016885807535,52,15,fractured,80,200,1
2025-01-02 03:00:00,Z5,0.46995885109923596,0.8767100393681486,238.8459106081298,0.10351675493324902,35,10,hard,240,200,1
2025-01-02 04:00:00,Z1,0.40312722038404364,0.8550516162639372,220.0758262809349,-0.4686163711354001,55,16,fractured,80,60,0
2025-01-02 04:00:00,Z2,0.39303086658525677,0.873142797745128,220.0758262809349,-0.43776960867750714,48,14,medium,240,60,0
2025-01-02 04:00:00,Z3,0.39985726961026535,0.8603615888823063,220.0758262809349,-0.21293262656973344,40,12,hard,400,60,0
2025-01-02 04:00:00,Z4,0.40184868010352304,0.8641948202624463,220.0758262809349,-0.6326443607723076,52,15,fractured,80,200,0
2025-01-02 04:00:00,Z5,0.40456747673434706,0.8767100393681486,220.0758262809349,-0.15045416717681592,35,10,hard,240,200,0
2025-01-02 05:00:00,Z1,0.2738689352638929,0.7668179119158204,171.2932206746044,-2.6827715354219572,55,16,fractured,80,60,0
2025-01-02 05:00:00,Z2,0.27537080393929275,0.8686451456192504,171.2932206746044,-1.4620366090511867,48,14,medium,240,60,0
2025-01-02 05:00:00,Z3,0.2697769900568884,0.8624134164074042,171.2932206746044,-0.6428641163275055,40,12,hard,400,60,0
2025-01-02 05:00:00,Z4,0.274126235128323,0.8316321547738927,171.2932206746044,-2.2645822778762774,52,15,fractured,80,200,0
2025-01-02 05:00:00,Z5,0.27814927862621325,0.8288805867723246,171.2932206746044,-0.525179270161253,35,10,hard,240,200,0
2025-01-02 06:00:00,Z1,0.3069046147902605,0.8796297516816456,141.92112295150713,-0.0913279499659998,55,16,fractured,80,60,0
2025-01-02 06:00:00,Z2,0.3128554792320466,0.8479100533948467,141.92112295150713,0.23673920794242043,48,14,medium,240,60,1
2025-01-02 06:00:00,Z3,0.31056455701834557,0.8898088789773249,141.92112295150713,0.07872339872911682,40,12,hard,400,60,0
2025-01-02 06:00:00,Z4,0.3067223756014528,0.8865384045170533,141.92112295150713,0.027210910439059877,52,15,fractured,80,200,0
2025-01-02 06:00:00,Z5,0.30789634164181234,0.8288805867723246,141.92112295150713,0.019495844968624776,35,10,hard,240,200,0
2025-01-02 07:00:00,Z1,0.2943427712623417,0.8796297516816456,231.0589793344635,0.31499100666757274,55,16,fractured,80,60,1
2025-01-02 07:00:00,Z2,0.29807413477660305,0.8479100533948467,231.0589793344635,0.30312855296977537,48,14,medium,240,60,1
2025-01-02 07:00:00,Z3,0.29428825802028186,0.8898088789773249,231.0589793344635,0.08465719924497728,40,12,hard,400,60,0
2025-01-02 07:00:00,Z4,0.2861168486348405,0.8865384045170533,231.0589793344635,0.04551272962433295,52,15,fractured,80,200,0
2025-01-02 07:00:00,Z5,0.2926652760824397,0.8288805867723246,231.0589793344635,-0.009548475429280279,35,10,hard,240,200,0
2025-01-02 08:00:00,Z1,0.3164024483214496,0.8796297516816456,355.6267913882227,-0.06513328378103012,55,16,fractured,80,60,0
2025-01-02 08:00:00,Z2,0.31452944058409577,0.8001909605804798,355.6267913882227,-0.03287188551561293,48,14,medium,240,60,0
2025-01-02 08:00:00,Z3,0.30999556691558067,0.8898088789773249,355.6267913882227,-0.033414248186643514,40,12,hard,400,60,0
2025-01-02 08:00:00,Z4,0.3063053353055577,0.8865384045170533,355.6267913882227,-0.06727152561605187,52,15,fractured,80,200,0
2025-01-02 08:00:00,Z5,0.31366661130878903,0.8149880124436306,355.6267913882227,-0.06842480257388028,35,10,hard,240,200,0
2025-01-02 09:00:00,Z1,0.3065287693638263,0.870144791255127,270.7057317984495,0.06399670753201647,55,16,fractured,80,60,0
2025-01-02 09:00:00,Z2,0.3060808062350143,0.8233434090111021,270.7057317984495,-0.02283453177645689,48,14,medium,240,60,0
2025-01-02 09:00:00,Z3,0.29742283027311983,0.8686908004754862,270.7057317984495,-0.027021794813036126,40,12,hard,400,60,0
2025-01-02 09:00:00,Z4,0.30504771871289244,0.808218710033829,270.7057317984495,0.39027320539039767,52,15,fractured,80,200,1
2025-01-02 09:00:00,Z5,0.30872013846196406,0.8149880124436306,270.7057317984495,-0.011171259609106032,35,10,hard,240,200,0
2025-01-02 10:00:00,Z1,0.27451381200040337,0.870144791255127,241.33636762067033,-0.5987055816935709,55,16,fractured,80,60,0
2025-01-02 10:00:00,Z2,0.27982524368100853,0.8233434090111021,241.33636762067033,-0.37989499158118933,48,14,medium,240,60,0
2025-01-02 10:00:00,Z3,0.2747856124427256,0.8686908004754862,241.33636762067033,-0.09768348423536133,40,12,hard,400,60,0
2025-01-02 10:00:00,Z4,0.2819219519680295,0.808218710033829,241.33636762067033,-0.26172566999792934,52,15,fractured,80,200,0
2025-01-02 10:00:00,Z5,0.27702955183886496,0.789327148162621,241.33636762067033,-0.1255107217614182,35,10,hard,240,200,0
2025-01-02 11:00:00,Z1,0.2798001372262356,0.8614181551146891,159.40352693468722,-0.7908664038810076,55,16,fractured,80,60,0
2025-01-02 11:00:00,Z2,0.2913323532836794,0.8295119405313233,159.40352693468722,-0.42072742595094637,48,14,medium,240,60,0
2025-01-02 11:00:00,Z3,0.28937706235923044,0.8349796189497004,159.40352693468722,-0.14203380412699074,40,12,hard,400,60,0
2025-01-02 11:00:00,Z4,0.2933373921416193,0.8824518163482555,159.40352693468722,-0.7722487376788343,52,15,fractured,80,200,0
2025-01-02 11:00:00,Z5,0.28295907558350153,0.8403389878378786,159.40352693468722,-0.14273769420487759,35,10,hard,240,200,0
2025-01-02 12:00:00,Z1,0.24994970085216817,0.8614181551146891,209.1848649538358,0.23758044307681425,55,16,fractured,80,60,1
2025-01-02 12:00:00,Z2,0.26371691513995005,0.8295119405313233,209.1848649538358,0.15825336012103253,48,14,medium,240,60,1
2025-01-02 12:00:00,Z3,0.26503269537732216,0.8295548542715598,209.1848649538358,0.05744147828486201,40,12,hard,400,60,0
2025-01-02 12:00:00,Z4,0.26288376946758596,0.8824518163482555,209.1848649538358,0.1460093953678796,52,15,fractured,80,200,1
2025-01-02 12:00:00,Z5,0.2478465734907491,0.8403389878378786,209.1848649538358,0.0338755143840731,35,10,hard,240,200,0
2025-01-02 13:00:00,Z1,0.2726973201005368,0.8614181551146891,206.88966866053596,-0.45517908038085686,55,16,fractured,80,60,0
2025-01-02 13:00:00,Z2,0.2785734443174212,0.8295119405313233,206.88966866053596,-0.13777718340442235,48,14,medium,240,60,0
2025-01-02 13:00:00,Z3,0.2789682774123088,0.8295548542715598,206.88966866053596,-0.1018382953897321,40,12,hard,400,60,0
2025-01-02 13:00:00,Z4,0.27748443896352887,0.8824518163482555,206.88966866053596,-0.37519538306357614,52,15,fractured,80,200,0
2025-01-02 13:00:00,Z5,0.2688347948578892,0.8403389878378786,206.88966866053596,-0.06230021908924399,35,10,hard,240,200,0
2025-01-02 14:00:00,Z1,0.2509382140325317,0.8250175264660452,206.39024488406358,-0.19089672501774446,55,16,fractured,80,60,0
2025-01-02 14:00:00,Z2,0.2455110519264883,0.8634505358823681,206.39024488406358,-0.37668869168770835,48,14,medium,240,60,0
2025-01-02 14:00:00,Z3,0.2472811638940179,0.8205898527813358,206.39024488406358,-0.06619202604267893,40,12,hard,400,60,0
2025-01-02 14:00:00,Z4,0.25071139996995206,0.8586794592522705,206.39024488406358,-0.4424141247419464,52,15,fractured,80,200,0
2025-01-02 14:00:00,Z5,0.24338656188131078,0.8266571820812832,206.39024488406358,-0.08151640514467595,35,10,hard,240,200,0
2025-01-02 15:00:00,Z1,0.26866668931136634,0.8250175264660452,212.38680486975795,2.373127306734869,55,16,fractured,80,60,1
2025-01-02 15:00:00,Z2,0.2628426506746944,0.8768907522289484,212.38680486975795,1.3904253609113368,48,14,medium,240,60,1
2025-01-02 15:00:00,Z3,0.262974025475065,0.829460190471216,212.38680486975795,0.601224097080579,40,12,hard,400,60,1
2025-01-02 15:00:00,Z4,0.2611350672299458,0.8586794592522705,212.38680486975795,2.127625654306325,52,15,fractured,80,200,1
2025-01-02 15:00:00,Z5,0.26425137332784465,0.8266571820812832,212.38680486975795,0.5644786028775941,35,10,hard,240,200,1
2025-01-02 16:00:00,Z1,0.3327997255103351,0.8812662984093074,221.14749111289404,2.6132547860467663,55,16,fractured,80,60,1
2025-01-02 16:00:00,Z2,0.32621079671781744,0.8768907522289484,221.14749111289404,1.4499337503783987,48,14,medium,240,60,1
2025-01-02 16:00:00,Z3,0.33174836038763567,0.8779038732138168,221.14749111289404,0.6519226832201408,40,12,hard,400,60,1
2025-01-02 16:00:00,Z4,0.3327076127389053,0.8586794592522705,221.14749111289404,2.505266924203619,52,15,fractured,80,200,1
2025-01-02 16:00:00,Z5,0.3337598603061317,0.8501972835762803,221.14749111289404,0.5792076750916827,35,10,hard,240,200,1
2025-01-02 17:00:00,Z1,0.33611553828364515,0.8812662984093074,200.63221524873933,-0.13965310470232772,55,16,fractured,80,60,0
2025-01-02 17:00:00,Z2,0.3343472435986791,0.8768907522289484,200.63221524873933,0.2554056777945968,48,14,medium,240,60,1
2025-01-02 17:00:00,Z3,0.33351861512248626,0.8779038732138168,200.63221524873933,-0.04314716319755307,40,12,hard,400,60,0
2025-01-02 17:00:00,Z4,0.3317854890346713,0.8430921801658551,200.63221524873933,-0.01280074937104203,52,15,fractured,80,200,0
2025-01-02 17:00:00,Z5,0.3389112240254244,0.8501972835762803,200.63221524873933,0.020461983437221498,35,10,hard,240,200,0
2025-01-02 18:00:00,Z1,0.3522126510693176,0.8812662984093074,141.5948714952997,-2.530059439989988,55,16,fractured,80,60,0
2025-01-02 18:00:00,Z2,0.3519638629351983,0.8718587924565507,141.5948714952997,-1.5548324428117024,48,14,medium,240,60,0
2025-01-02 18:00:00,Z3,0.34485363269981023,0.8779038732138168,141.5948714952997,-0.6205499854357044,40,12,hard,400,60,0
2025-01-02 18:00:00,Z4,0.3514269932925726,0.8430921801658551,141.5948714952997,-2.3555831627784736,52,15,fractured,80,200,0
2025-01-02 18:00:00,Z5,0.34897138556470253,0.8501972835762803,141.5948714952997,-0.5897207776923528,35,10,hard,240,200,0
2025-01-02 19:00:00,Z1,0.26540807680594364,0.8725798257920205,70.2530607001435,-2.55643298157454,55,16,fractured,80,60,0
2025-01-02 19:00:00,Z2,0.27200574778317865,0.8391391104016935,70.2530607001435,-1.3979251548077418,48,14,medium,240,60,0
2025-01-02 19:00:00,Z3,0.25744052464685263,0.8776985883633406,70.2530607001435,-0.588335697738596,40,12,hard,400,60,0
2025-01-02 19:00:00,Z4,0.26354766947702857,0.8193537043177003,70.2530607001435,-2.255552291167742,52,15,fractured,80,200,0
2025-01-02 19:00:00,Z5,0.2668970519779576,0.7841737848732372,70.2530607001435,-0.46925423190603077,35,10,hard,240,200,0
2025-01-02 20:00:00,Z1,0.28980889605217014,0.8725798257920205,40.0805930382742,0.10142530082240508,55,16,fractured,80,60,1
2025-01-02 20:00:00,Z2,0.2959694295071735,0.8391391104016935,40.0805930382742,-0.09361525576871133,48,14,medium,240,60,0
2025-01-02 20:00:00,Z3,0.28640885023601825,0.855259878984909,40.0805930382742,0.00834344545785981,40,12,hard,400,60,0
2025-01-02 20:00:00,Z4,0.2939586899021652,0.8728465646037463,40.0805930382742,0.2841016949078474,52,15,fractured,80,200,1
2025-01-02 20:00:00,Z5,0.2931629533203378,0.8761344643937561,40.0805930382742,-0.0005663426508162317,35,10,hard,240,200,0
2025-01-02 21:00:00,Z1,0.2614420300742304,0.8441597995681118,144.71801749749244,2.0981480650693616,55,16,fractured,80,60,1
